"Per capita real GDP by Metropolitan Area (chained 2005 dollars)"
"" 
"Bureau of Economic Analysis" 
"All industry total"
"37620","Parkersburg-Marietta-Vienna, WV-OH (MSA)",29446
"37700","Pascagoula, MS (MSA)",32501
"37860","Pensacola-Ferry Pass-Brent, FL (MSA)",27416
"37900","Peoria, IL (MSA)",45966
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",51461
"38060","Phoenix-Mesa-Glendale, AZ (MSA)",40586
"38220","Pine Bluff, AR (MSA)",26514
"38300","Pittsburgh, PA (MSA)",43045
"38340","Pittsfield, MA (MSA)",35241
"38540","Pocatello, ID (MSA)",26773
"38860","Portland-South Portland-Biddeford, ME (MSA)",44033
"38900","Portland-Vancouver-Hillsboro, OR-WA (MSA)",62272
"38940","Port St. Lucie, FL (MSA)",22476
"39100","Poughkeepsie-Newburgh-Middletown, NY (MSA)",30054
"39140","Prescott, AZ (MSA)",17500
"39300","Providence-New Bedford-Fall River, RI-MA (MSA)",37081
"39340","Provo-Orem, UT (MSA)",26343
"39380","Pueblo, CO (MSA)",22702
"39460","Punta Gorda, FL (MSA)",17839
"39540","Racine, WI (MSA)",29790
"39580","Raleigh-Cary, NC (MSA)",44609
"39660","Rapid City, SD (MSA)",34742
"39740","Reading, PA (MSA)",30669
"39820","Redding, CA (MSA)",24495
"39900","Reno-Sparks, NV (MSA)",41764
"40060","Richmond, VA (MSA)",45321
"40140","Riverside-San Bernardino-Ontario, CA (MSA)",22456
"40220","Roanoke, VA (MSA)",37391
"40340","Rochester, MN (MSA)",45325
"40380","Rochester, NY (MSA)",37976
"40420","Rockford, IL (MSA)",32553
"40580","Rocky Mount, NC (MSA)",33663
"40660","Rome, GA (MSA)",28446
"40900","Sacramento-Arden-Arcade-Roseville, CA (MSA)",37969
"40980","Saginaw-Saginaw Township North, MI (MSA)",30336
"41060","St. Cloud, MN (MSA)",34939
"41100","St. George, UT (MSA)",22116
"41140","St. Joseph, MO-KS (MSA)",31205
"41180","St. Louis, MO-IL (MSA)",40489
"41420","Salem, OR (MSA)",27483
"41500","Salinas, CA (MSA)",34530
"41540","Salisbury, MD (MSA)",28806
"41620","Salt Lake City, UT (MSA)",54625
"41660","San Angelo, TX (MSA)",30567
"41700","San Antonio-New Braunfels, TX (MSA)",34351
"41740","San Diego-Carlsbad-San Marcos, CA (MSA)",48698
"41780","Sandusky, OH (MSA)",34812
