"c1fips","c1geoLat","c1geoLng","c2fips","c2geoLat","c2geoLng","Highway","drivetime","dist"
"29820","36.114646","-115.172816","41100","37.0952778","-113.5780556","15","6535","197664"
"41100","37.0952778","-113.5780556","39340","40.2338438","-111.6585337","15","13064","417648"
"39340","40.2338438","-111.6585337","36260","41.223","-111.9738304","15","4611","129858"
"36260","41.223","-111.9738304","38540","42.8713032","-112.4455344","15","6799","209363"
"38540","42.8713032","-112.4455344","26820","43.4916514","-112.0339645","15","3044","83278"
"26820","43.4916514","-112.0339645","35600","46.598624","-112.0271","15","14173","439317"
"35600","46.598624","-112.0271","24500","47.50806","-111.295197","15","5029","145653"
"24500","47.50806","-111.295197","99993","51.05","-114.0667","15","18004","508070"
"99993","51.05","-114.0667","99992","53.5333","-113.5","15","10549","296444"
"31100","34.0522342","-118.2436849","40140","33.9533487","-117.3961564","10","3397","92156"
"40140","33.9533487","-117.3961564","38060","33.4483771","-112.0740373","10","16322","519162"
"38060","33.4483771","-112.0740373","46060","32.2217429","-110.926479","10","6646","187019"
"46060","32.2217429","-110.926479","29740","32.3199396","-106.7636538","10","14407","441320"
"29740","32.3199396","-106.7636538","21340","31.7587198","-106.4869314","10","2917","73856"
"21340","31.7587198","-106.4869314","41700","29.4241219","-98.4936282","10","27149","887260"
"41700","29.4241219","-98.4936282","26420","29.7601927","-95.3693896","10","10195","317465"
"26420","29.7601927","-95.3693896","13140","30.080174","-94.1265562","10","4668","136423"
"13140","30.080174","-94.1265562","29340","30.2265949","-93.2173758","10","3389","97227"
"29340","30.2265949","-93.2173758","29180","30.2240897","-92.0198427","10","4171","119798"
"29180","30.2240897","-92.0198427","12940","30.4582829","-91.1403196","10","3814","96833"
"12940","30.4582829","-91.1403196","35380","29.9510658","-90.0715323","10","4838","129017"
"35380","29.9510658","-90.0715323","25060","30.3674198","-89.0928155","10","4418","125784"
"25060","30.3674198","-89.0928155","37700","30.3657552","-88.5561272","10","2528","65852"
"37700","30.3657552","-88.5561272","33660","30.6943566","-88.0430541","10","2551","64734"
"33660","30.6943566","-88.0430541","37860","30.421309","-87.2169149","10","3391","94693"
"37860","30.421309","-87.2169149","18880","30.7541808","-86.5727995","10","3064","84518"
"18880","30.7541808","-86.5727995","45220","30.4382559","-84.2807329","10","7875","239962"
"45220","30.4382559","-84.2807329","37775","30.1833","-82.6333","10","5883","170553"
"37775","30.1833","-82.6333","27260","30.3321838","-81.655651","10","3598","97341"
"41740","32.7153292","-117.1572551","20940","32.792","-115.5630514","8","6112","182067"
"20940","32.792","-115.5630514","49740","32.6926512","-114.6276916","8","3501","101611"
"49740","32.6926512","-114.6276916","46060","32.2217429","-110.926479","8","12229","386113"
"47380","31.549333","-97.1466695","17780","30.627977","-96.3344068","6","5407","148275"
"17780","30.627977","-96.3344068","26420","29.7601927","-95.3693896","6","5380","155889"
"41740","32.7153292","-117.1572551","31100","34.0522342","-118.2436849","5","6979","194629"
"31100","34.0522342","-118.2436849","20","35.017626","-118.956056","5","5376","146761"
"20","35.017626","-118.956056","15","35.396887","-119.396882","5","2438","69175"
"15","35.396887","-119.396882","16","36.252026","-120.242829","5","4196","125769"
"16","36.252026","-120.242829","14","37.055177","-120.9693","5","4930","150256"
"14","37.055177","-120.9693","18","37.245635","-121.088777","5","2650","78577"
"18","37.245635","-121.088777","17","37.78781","-121.302506","5","3370","103548"
"17","37.78781","-121.302506","44700","37.9577016","-121.2907796","5","850","20048"
"44700","37.9577016","-121.2907796","19","39.75049","-122.205445","5","7723","237682"
"19","39.75049","-122.205445","39820","40.5865396","-122.3916754","5","3345","98997"
"39820","40.5865396","-122.3916754","32780","42.3265152","-122.8755949","5","8706","241017"
"32780","42.3265152","-122.8755949","21660","44.0520691","-123.0867536","5","9537","267745"
"21660","44.0520691","-123.0867536","18700","44.5645659","-123.2620435","5","3214","75760"
"18700","44.5645659","-123.2620435","41420","44.9428975","-123.0350963","5","2922","58611"
"41420","44.9428975","-123.0350963","38900","45.5234515","-122.6762071","5","3246","75257"
"38900","45.5234515","-122.6762071","31020","46.1381676","-122.9381672","5","3141","78783"
"31020","46.1381676","-122.9381672","36500","47.0378741","-122.9006951","5","4034","109453"
"36500","47.0378741","-122.9006951","42660","47.6062095","-122.3320708","5","3785","97929"
"42660","47.6062095","-122.3320708","34580","48.421216","-122.3340474","5","3801","99537"
"34580","48.421216","-122.3340474","13380","48.7595529","-122.4882249","5","2223","48611"
"13380","48.7595529","-122.4882249","99991","49.25","-123.1","5","3643","80924"
"45300","27.950575","-82.4571776","29460","28.0394654","-81.9498042","4","2362","55493"
"29460","28.0394654","-81.9498042","36740","28.5383355","-81.3792365","4","3353","88442"
"36740","28.5383355","-81.3792365","19660","29.2","-81.0333","4","3273","87788"
"12700","41.7","-70.3","14460","42.3584308","-71.0597732","3","4596","113870"
"29700","27.506407","-99.5075421","32580","26.2034071","-98.2300124","2","9841","233068"
"32580","26.2034071","-98.2300124","15180","25.9017472","-97.4974838","2","3550","96289"
