"Real GDP by Metropolitan Area (millions of chained 2005 dollars)"
"" 
"Bureau of Economic Analysis" 
"All industry total"
"33860","Montgomery, AL (MSA)",12864
"34060","Morgantown, WV (MSA)",5291
"34100","Morristown, TN (MSA)",3090
"34580","Mount Vernon-Anacortes, WA (MSA)",5035
"34620","Muncie, IN (MSA)",3017
"34740","Muskegon-Norton Shores, MI (MSA)",4194
"34820","Myrtle Beach-North Myrtle Beach-Conway, SC (MSA)",8551
"34900","Napa, CA (MSA)",5868
"34940","Naples-Marco Island, FL (MSA)",11687
"34980","Nashville-Davidson-Murfreesboro-Franklin, TN (MSA)",75968
"35300","New Haven-Milford, CT (MSA)",34390
"35380","New Orleans-Metairie-Kenner, LA (MSA)",66768
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",1123460
"35660","Niles-Benton Harbor, MI (MSA)",4737
"35840","North Port-Bradenton-Sarasota, FL (MSA)",21056
"35980","Norwich-New London, CT (MSA)",11311
"36100","Ocala, FL (MSA)",6277
"36140","Ocean City, NJ (MSA)",3506
"36220","Odessa, TX (MSA)",6078
"36260","Ogden-Clearfield, UT (MSA)",16621
"36420","Oklahoma City, OK (MSA)",53509
"36500","Olympia, WA (MSA)",7708
"36540","Omaha-Council Bluffs, NE-IA (MSA)",42341
"36740","Orlando-Kissimmee-Sanford, FL (MSA)",89948
"36780","Oshkosh-Neenah, WI (MSA)",7051
"36980","Owensboro, KY (MSA)",3844
"37100","Oxnard-Thousand Oaks-Ventura, CA (MSA)",33684
"37340","Palm Bay-Melbourne-Titusville, FL (MSA)",17324
"37380","Palm Coast, FL (MSA)",1101
"37460","Panama City-Lynn Haven-Panama City Beach, FL (MSA)",5628
"37620","Parkersburg-Marietta-Vienna, WV-OH (MSA)",4778
"37700","Pascagoula, MS (MSA)",5291
"37860","Pensacola-Ferry Pass-Brent, FL (MSA)",12425
"37900","Peoria, IL (MSA)",17447
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",308377
"38060","Phoenix-Mesa-Glendale, AZ (MSA)",173026
"38220","Pine Bluff, AR (MSA)",2623
"38300","Pittsburgh, PA (MSA)",101576
"38340","Pittsfield, MA (MSA)",4597
"38540","Pocatello, ID (MSA)",2449
"38860","Portland-South Portland-Biddeford, ME (MSA)",22713
"38900","Portland-Vancouver-Hillsboro, OR-WA (MSA)",140896
"38940","Port St. Lucie, FL (MSA)",9617
"39100","Poughkeepsie-Newburgh-Middletown, NY (MSA)",20223
"39140","Prescott, AZ (MSA)",3708
"39300","Providence-New Bedford-Fall River, RI-MA (MSA)",59338
"39340","Provo-Orem, UT (MSA)",14247
"39380","Pueblo, CO (MSA)",3645
"39460","Punta Gorda, FL (MSA)",2863
"39540","Racine, WI (MSA)",5821
"39580","Raleigh-Cary, NC (MSA)",51903
"39660","Rapid City, SD (MSA)",4460
"39740","Reading, PA (MSA)",12660
"39820","Redding, CA (MSA)",4355
"39900","Reno-Sparks, NV (MSA)",17942
"40060","Richmond, VA (MSA)",57529
"40140","Riverside-San Bernardino-Ontario, CA (MSA)",96675
"40220","Roanoke, VA (MSA)",11548
"40340","Rochester, MN (MSA)",8504
"40380","Rochester, NY (MSA)",40076
"40420","Rockford, IL (MSA)",11340
"40580","Rocky Mount, NC (MSA)",5122
"40660","Rome, GA (MSA)",2731
"40900","Sacramento-Arden-Arcade-Roseville, CA (MSA)",82628
"40980","Saginaw-Saginaw Township North, MI (MSA)",6040
"41060","St. Cloud, MN (MSA)",6639
"41100","St. George, UT (MSA)",3133
"41140","St. Joseph, MO-KS (MSA)",3981
"41180","St. Louis, MO-IL (MSA)",114072
"41420","Salem, OR (MSA)",10852
"41500","Salinas, CA (MSA)",14568
"41540","Salisbury, MD (MSA)",3616
"41620","Salt Lake City, UT (MSA)",62595
"41660","San Angelo, TX (MSA)",3468
"41700","San Antonio-New Braunfels, TX (MSA)",75397
"41740","San Diego-Carlsbad-San Marcos, CA (MSA)",152916
"41780","Sandusky, OH (MSA)",2672
"41860","San Francisco-Oakland-Fremont, CA (MSA)",303371
"41940","San Jose-Sunnyvale-Santa Clara, CA (MSA)",176446
"42020","San Luis Obispo-Paso Robles, CA (MSA)",9288
"42060","Santa Barbara-Santa Maria-Goleta, CA (MSA)",17865
"42100","Santa Cruz-Watsonville, CA (MSA)",8174
"42140","Santa Fe, NM (MSA)",5505
"42220","Santa Rosa-Petaluma, CA (MSA)",18070
"42340","Savannah, GA (MSA)",11560
"42540","Scranton-Wilkes-Barre, PA (MSA)",17200
"42660","Seattle-Tacoma-Bellevue, WA (MSA)",213393
"42680","Sebastian-Vero Beach, FL (MSA)",3541
"43100","Sheboygan, WI (MSA)",4544
"43300","Sherman-Denison, TX (MSA)",3324
"43340","Shreveport-Bossier City, LA (MSA)",19426
"43580","Sioux City, IA-NE-SD (MSA)",5334
"43620","Sioux Falls, SD (MSA)",13974
"43780","South Bend-Mishawaka, IN-MI (MSA)",11072
"43900","Spartanburg, SC (MSA)",9177
"44060","Spokane, WA (MSA)",16291
"44100","Springfield, IL (MSA)",8537
"44140","Springfield, MA (MSA)",20135
"44180","Springfield, MO (MSA)",13383
"44220","Springfield, OH (MSA)",3086
"44300","State College, PA (MSA)",5486
"44600","Steubenville-Weirton, OH-WV (MSA)",2814
"44700","Stockton, CA (MSA)",16861
"44940","Sumter, SC (MSA)",2779
